Season,PlayerId,Team,NTC,NMC,ELC,UFA,Average Salary,Major 2034,Major 2035,Major 2036,Major 2037,Major 2038,Major 2039,Major 2040,Major 2041,Major 2042,Major 2043,Major 2044,Major 2045,Major 2046,Major 2047,Minor 2034,Minor 2035,Minor 2036,Minor 2037,Minor 2038,Minor 2039,Minor 2040,Minor 2041,Minor 2042,Minor 2043,Minor 2044,Minor 2045,Minor 2046,Minor 2047
2034/2035,3949,21,No,No,No,Yes,8800000,8800000,8800000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8800000,8800000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,4228,19,No,No,No,Yes,6040000,6040000,6040000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6040000,6040000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,4309,24,No,No,No,Yes,8576000,8960000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8960000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,4318,10,No,No,No,Yes,5501872,8130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8130000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,151837,25,No,Yes,No,No,1500000,1500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,151873,18,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,4826,24,No,No,No,Yes,2700000,2700000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2700000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147253,3,No,No,No,No,808750,808750,808750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,808750,808750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,172661,15,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,172662,26,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65000,65000,65000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,172663,4838,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,156991,8,No,No,Yes,No,763333,763333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,172664,14,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,172666,3,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,94000,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,151955,18,No,No,No,Yes,2930000,3490000,3490000,2370000,2370000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3490000,3490000,2370000,2370000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,5324,11,No,No,No,No,1930000,1930000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,5339,35,No,No,No,Yes,7168500,7168500,7168500,7168500,7168500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7168500,7168500,7168500,7168500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,151971,34,No,No,No,No,2990000,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,183071,25,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,5663,18,No,No,No,Yes,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,183089,4838,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147410,5090,No,No,No,No,1639135,1639135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,162245,29,No,No,No,Yes,3060000,3305000,3305000,2815000,2815000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3305000,3305000,2815000,2815000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,162251,4838,No,No,Yes,No,870000,870000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,6134,24,No,No,No,Yes,9030000,9030000,9030000,9030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9030000,9030000,9030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147494,25,No,No,No,No,900000,900000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,162260,31,No,No,Yes,No,835000,835000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147529,32,No,No,No,Yes,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147535,0,No,No,No,Yes,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147558,18,No,No,No,No,755000,755000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,755000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,6531,28,No,No,No,Yes,6210000,5340000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5340000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,152127,15,No,No,No,No,855000,855000,855000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,162296,5088,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,6601,4182,No,No,No,Yes,3120000,3120000,3120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3120000,3120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,157119,5088,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,157126,16,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147619,22,No,No,No,No,935000,935000,935000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112200,112200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,6758,10,No,No,No,Yes,8030000,8030000,8030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8030000,8030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147642,23,No,No,No,Yes,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,6843,5092,No,No,No,Yes,8323333,8172000,8172000,9080000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8172000,8172000,9080000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147644,0,No,No,No,Yes,880000,880000,880000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,880000,880000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,162308,21,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,6875,18,No,No,No,Yes,8230000,8550000,7910000,7735000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8550000,7910000,7735000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,6892,5,No,No,No,Yes,1060000,1060000,964500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1060000,964500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,162310,4182,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,157142,11,No,No,Yes,No,763333,763333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,763333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147671,22,No,No,No,Yes,4480000,4480000,4480000,4480000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4480000,4480000,4480000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,167515,4182,No,No,Yes,No,790000,790000,790000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79000,79000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147681,35,No,No,No,Yes,4670000,4670000,4670000,4670000,4670000,4670000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,162319,16,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,7062,8,No,No,No,Yes,2663453,2663453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2663453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,7107,29,No,No,No,Yes,8130000,8130000,7315000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8130000,7315000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147771,16,No,No,No,No,1030000,1030000,1030000,1030000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144200,144200,144200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147773,8,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147781,15,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147810,18,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147838,4838,No,No,No,No,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,7533,31,No,No,No,No,1530000,1530000,1530000,1530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1530000,1530000,1530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,7559,4182,No,No,No,Yes,6960000,5840000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5840000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147881,27,No,No,No,Yes,875000,875000,875000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121898,121898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147886,14,No,No,No,Yes,3370000,3370000,3370000,3370000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3370000,3370000,3370000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,7653,27,No,No,No,Yes,3170000,3170000,3170000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3170000,3170000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147912,11,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147917,3,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147938,30,No,No,No,Yes,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147941,3,No,No,No,Yes,6450000,6015000,5865000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6015000,5865000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147944,9,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147946,20,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147969,4838,No,No,No,Yes,9558000,9558000,9558000,9558000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9558000,9558000,9558000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147971,21,No,No,No,Yes,1150000,1150000,975000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,159936,159936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,147976,27,No,No,No,No,1500000,1350000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1350000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,7869,21,No,No,No,No,830000,830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,7955,5092,No,No,No,No,1597500,1597500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1597500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8013,16,No,No,No,Yes,6440000,7540000,6440000,5340000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7540000,6440000,5340000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8057,19,No,No,No,No,3270000,3270000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8067,26,No,No,No,No,1020000,1020000,1020000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,142310,142310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148033,30,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148065,22,No,No,No,Yes,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8186,3,No,No,No,Yes,2990000,2990000,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2990000,2990000,2990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148105,10,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148106,28,No,No,No,No,1350000,1350000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1350000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8381,15,No,No,No,Yes,8604500,9316100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9316100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8441,5088,No,No,No,Yes,6820000,6820000,6820000,6820000,6820000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6820000,6820000,6820000,6820000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,157261,23,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8468,14,No,No,No,Yes,1560000,1290000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1290000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148180,31,No,No,No,Yes,3760000,4440000,3760000,3080000,3080000,3080000,-1,-1,-1,-1,-1,-1,-1,-1,-1,4440000,3760000,3080000,3080000,3080000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,152361,33,No,No,No,No,890000,890000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8502,18,No,No,No,Yes,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,177987,26,No,No,Yes,No,834812,834812,834812,834812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70000,70000,70000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8541,17,No,No,No,Yes,1500000,1500000,1500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1500000,1500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8543,16,No,No,No,Yes,8010000,8010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8549,31,No,No,No,Yes,7220000,7220000,7220000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7220000,7220000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148209,10,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148230,31,No,No,No,Yes,5390000,5930000,4850000,4580000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5930000,4850000,4580000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148246,0,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,8871,4838,No,No,No,Yes,8064000,8064000,8064000,8064000,8064000,8064000,-1,-1,-1,-1,-1,-1,-1,-1,-1,8064000,8064000,8064000,8064000,8064000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148317,16,No,No,No,Yes,825000,825000,825000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115500,115500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,152432,4182,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,152439,20,No,No,No,Yes,4570000,3745000,3745000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3745000,3745000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,178031,34,No,No,Yes,No,750000,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115000,115000,115000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,152442,15,No,No,No,No,770000,770000,770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,770000,770000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,152449,18,No,No,No,Yes,6100000,6100000,6100000,6100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6100000,6100000,6100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148384,28,No,No,No,No,825000,825000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148405,16,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,9237,14,No,No,No,Yes,5190000,5190000,5190000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5190000,5190000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148459,33,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,152491,26,No,No,No,Yes,3960000,3960000,3960000,3960000,3960000,3960000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,9445,5088,No,No,No,Yes,6990000,6990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6990000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148483,17,No,No,No,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,9484,34,No,No,No,Yes,4600000,4600000,4600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4600000,4600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,9490,5,No,No,Yes,Yes,925000,925000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,157250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,157383,19,No,No,Yes,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75000,75000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,157389,33,No,No,Yes,No,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148532,9,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148533,9,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148579,5,No,No,No,No,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148581,5,No,No,No,No,1420000,1420000,1420000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197582,197582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148613,5,No,No,No,No,870000,870000,870000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130500,130500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148628,5,No,No,No,No,825000,825000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148636,34,No,No,No,Yes,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148675,12,No,No,No,No,830000,830000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,10298,11,No,No,No,Yes,5760000,5760000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5760000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148693,18,No,No,No,Yes,750000,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750000,750000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148695,9,No,No,No,Yes,1530000,1530000,1530000,1530000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,229500,229500,229500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2034/2035,148697,5,No,No,No,Yes,4230000,4230000,4230000,4230000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4230000,4230000,4230000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
